0.0	-0.009858637043318935	NaN	NaN
0.016744444444444527	-0.012561984741813359	-0.23063920074366892	NaN
0.033488888888889054	-0.01758248761044587	-0.37722694831665604	-8.732698026870809
0.05024444444444452	-0.025199087510421353	-0.5252027371037825	-7.809935953802604
0.06698888888888906	-0.035176779303422556	-0.6413958734703424	-8.039570693107594
0.08374444444444452	-0.04668584927167782	-0.7839008880037426	-9.56398562090586
0.1004777777777781	-0.06142874904168133	-0.97046414018719	-10.108295170620005
0.11722222222222263	-0.07917483209816706	-1.124665654096454	-12.241434116634736
0.1339777777777781	-0.09910504845391255	-1.3610084364790431	-7.648358501760613
0.15072222222222262	-0.12476861472021497	-1.4348320944042292	-7.231175310755474
0.16746666666666715	-0.14715598103762775	-1.5245091003044924	-7.929110734638817
0.1842111111111117	-0.1758227305904124	-1.7609302976780126	-12.507196330029767
0.2009555555555544	-0.20612758011764185	-1.9139219124686084	-9.317091265781452
0.2177333333333354	-0.23998164625616844	-2.0863362858600856	-11.50547326772036
0.2344555555555544	-0.27601984569395477	-2.287208682079051	54.841292108793304
0.2512000000000007	-0.3165268968164109	-0.5462144904833983	98.79505556906035
